Datum,Anzahl_Messwerte,Windgeschwindigkeit,Windrichtung,Strahlung,Luftdruck,Temp_2m,Temp_5cm,Bodentemp_-10cm,Luftfeuchte,Niederschlagsmenge
2022-10-08,720,5.1,255.8,79.5,1020,12.2,11.9,12.9,82,0.4
2022-10-07,720,3.4,205.3,148.5,1024,12.9,12.8,12.2,76,0
2022-10-06,720,5,249.2,105.9,1028,13.5,12.9,13.3,75,0.3
2022-10-05,720,4.6,215.5,127.4,1020,15.2,14.2,12.6,59,0.4
2022-10-04,720,3.8,250.6,131.3,1023,12,12.6,13.3,81,0.1
2022-10-03,720,6.5,291.1,74.6,1022,10.6,10.9,12.7,91,1.9
2022-10-02,720,6.8,271.1,104.7,1016,11.4,11,11.7,85,0.3
2022-10-01,720,6.2,226.7,47.8,1009,9.8,8.4,11,84,2.5
2022-09-30,720,2.3,181.2,123.3,1011,10.8,11.6,12.4,75,0
2022-09-29,720,2.7,198.1,120.7,1003,8.6,9.4,11.5,81,0
2022-09-28,719,4,224.4,62.5,997,7.1,6.6,11.5,91,4
2022-09-27,720,5,222.8,76.5,997,9,8.6,13,87,4.1
2022-09-26,720,3.7,238.8,151.9,1005,11.6,12.8,14.6,77,3.4
2022-09-25,720,2.2,200.3,152.9,1011,13.5,15.5,14.6,76,0
2022-09-24,720,2.7,181.2,150.3,1013,12.9,14,13.4,69,0
2022-09-23,720,3.2,185.8,146,1018,10.8,11.4,12.1,70,0
2022-09-22,720,2.6,210.6,146.3,1023,9.8,10.5,12.2,78,0
2022-09-21,719,3,278.8,117.2,1025,9.4,9.8,13.1,88,0.2
2022-09-20,720,3.4,268,88.8,1020,8.9,9.3,13.1,94,5.8
2022-09-19,720,6.2,284.4,75.8,1013,8.7,9.3,12.9,95,9.8
2022-09-18,720,7.9,272.4,99.7,1008,7.9,8.2,13.2,93,12.9
2022-09-17,720,7.2,272.2,119.4,1007,9.5,10,14.6,85,6.3
2022-09-16,720,6.3,269.5,157.8,1006,12,13,16,77,0.4
2022-09-15,720,4.3,286.4,79.1,1005,13.2,13.8,16.8,89,1
2022-09-14,720,1.4,191.5,30.2,1005,15.4,15,17.1,94,25.4
2022-09-13,720,4.6,236.8,118.8,1010,17.1,16.7,17.2,71,0.2
2022-09-12,720,2.8,213.6,167.3,1017,15.1,16.9,17.7,80,0
2022-09-11,720,4.2,279.6,80.1,1016,13.9,14.3,16.9,91,0.1
2022-09-10,720,4,253.4,161,1013,15.5,16.7,17.9,77,0
2022-09-09,720,4.1,219.6,137.4,1013,17.2,17.2,17.8,67,0.1
2022-09-08,720,4.4,213.9,66.7,1010,17,16.2,18.1,87,8.5
2022-09-07,720,3.8,178.3,148,1014,19.8,19.7,19.4,75,1.4
2022-09-06,719,3.3,160,131.5,1019,18,18.1,19.3,82,14.3
2022-09-05,720,2.7,124.9,124.7,1023,18.8,18.4,18.9,76,0
2022-09-04,719,2.2,120.3,200.5,1020,18.9,20.7,19.2,64,0
2022-09-03,718,3.2,138.7,237.7,1017,16.1,17.6,17.9,59,0
2022-09-02,719,3.4,127.6,147.5,1020,14.9,14.6,17.1,62,0
2022-09-01,720,2.6,95.9,203.3,1022,15.6,17.4,18.4,71,0
2022-08-31,719,3,71.2,139,1022,15.3,15.8,18.5,82,0
2022-08-30,720,3.1,102,186.2,1021,16.9,17.9,19.2,74,0
2022-08-29,719,2.8,249.1,242.7,1021,16.5,18.4,19.7,71,0
2022-08-28,719,4.4,297.4,176,1017,17.2,18.9,21.1,83,2.1
2022-08-27,720,3.3,289.3,39.8,1013,18,18.2,20.7,99,28
2022-08-26,720,2.5,188.5,146.1,1014,21.5,22.1,21.9,80,21.4
2022-08-25,720,3.3,103.7,196.7,1018,21.7,22.7,21.7,79,0
2022-08-24,720,2,151.2,142.7,1021,19.9,20.9,20.7,81,0
2022-08-23,720,2.2,195.7,87.5,1019,17.2,17.9,20,86,0.3
2022-08-22,720,2.9,132.7,152.4,1017,16.6,17.9,19.8,72,0
2022-08-21,719,2.7,207.1,130.7,1016,17.9,18.7,20.9,79,0.5
2022-08-20,720,3.7,286,39.7,1015,16.9,16.9,20.5,98,14.9
2022-08-19,625,3.7,289.9,33.4,1012,18.5,18.6,22,96,0.1
2022-08-18,720,3.4,249.5,138.2,1011,23.3,24.7,24.5,62,7.4
2022-08-17,720,2.4,155,200.6,1012,25.2,27.1,25,46,0
2022-08-16,720,2.7,233.4,211.5,1011,23.1,25,23.8,56,0
2022-08-15,719,2.7,201.2,150.4,1006,21.6,22.4,22.9,67,0.6
2022-08-14,720,3,132.6,216.3,1012,22.1,23.9,24,68,0
2022-08-13,720,2.8,103.2,106.1,1018,19.1,18.9,21.3,71,0.6
2022-08-12,720,4.1,115.3,254.6,1021,20.8,22.1,23.9,47,0
2022-08-11,720,4.3,120.6,278.4,1024,21.8,24.3,24,42,0
2022-08-10,720,2.5,121.5,146.5,1026,20.5,20.7,21.7,48,0
2022-08-09,720,3,103.4,227.3,1027,20.9,22.6,23.5,44,0
2022-08-08,720,3.4,117.1,296.7,1024,20,23.2,24.2,43,0
2022-08-07,720,3,104.4,303.5,1024,18.1,20.6,23.2,46,0
2022-08-06,720,3.7,249.8,281.1,1025,16.9,20.2,24.2,61,1
2022-08-05,720,4.8,265.3,267,1016,25,28.2,27,53,0
2022-08-04,720,3.8,185.3,272,1016,28.8,31.1,26.3,38,0
2022-08-03,719,2.6,171,301.1,1018,25.7,28.3,24.9,49,0
2022-08-02,720,1.8,198.1,256.1,1019,21.4,23.6,23.2,66,0
2022-08-01,720,3.8,288.4,173.5,1016,20.1,21.1,22.9,73,1.7
2022-07-31,718,4.3,272,273.3,1017,20.5,23.5,22.5,64,0.1
2022-07-30,719,3.8,284.7,73.8,1017,16.4,16.7,20.9,93,9.2
2022-07-29,720,2.4,146.7,202.9,1017,21,22.6,23.9,52,0
2022-07-28,720,3.3,111.5,310.5,1019,17.9,20.4,22.5,48,0
2022-07-27,720,3,231,175.9,1018,16.2,17.6,22,64,1.6
2022-07-26,720,4.4,289.7,227.3,1014,20.2,22.4,24.8,67,1.6
2022-07-25,720,4.7,188.4,301.4,1013,26.6,28.5,26.5,46,0
2022-07-24,720,2.4,215,324.8,1020,21.7,24.8,24,52,0
2022-07-23,719,2.8,235.6,196.8,1018,19.4,21.2,23.2,73,0
2022-07-22,694,3,205.7,314.5,1019,22.6,25.9,24.5,61,0
2022-07-21,720,4.3,237.8,147,1019,23.3,23.4,23.1,60,1.8
2022-07-20,666,4.5,156.9,340,1019,28.8,30.3,25.6,34,0
2022-07-19,720,3.2,189.2,327.8,1021,27,29.7,23.9,35,0
2022-07-18,720,2.6,188.9,287.7,1025,21.3,23.5,21.1,41,0
2022-07-17,720,2.8,262.2,327.5,1027,17.1,19.4,19.8,49,0
2022-07-16,719,5.5,275.1,211,1021,15.5,15.7,19,59,0.9
2022-07-15,720,4.2,291.9,230.3,1020,15.4,17.4,20,59,0
2022-07-14,720,3,291.4,150.8,1018,19.3,19.9,21.4,64,0
2022-07-13,720,5,265,246.3,1021,22.9,24.4,21.9,46,0
2022-07-12,720,4.3,289.4,316.8,1024,18.7,21.6,21,61,0
2022-07-11,720,4.2,293,329.1,1022,16,19.5,20.1,62,0
2022-07-10,720,5.3,295.1,137.5,1021,13.2,14.3,18.3,73,1.7
2022-07-09,720,4.6,278.4,128.4,1024,15.3,16.2,18.8,83,0.5
2022-07-08,720,4.9,286.3,105.5,1027,13.6,14.3,18.7,84,0.6
2022-07-07,720,5.2,259.7,109.5,1019,13.3,13.3,19.2,86,8.7
2022-07-06,720,3.7,275.1,245.9,1022,16.3,18.9,22.2,67,0.2
2022-07-05,720,3,210,300.7,1020,20.3,23.2,23.3,53,4.2
2022-07-04,720,3.4,218.6,327.3,1019,20.9,24.3,23.8,60,0
2022-07-03,720,3.2,180.7,337.5,1019,22.4,25.1,23.2,53,0
2022-07-02,720,2.6,178.6,310.1,1024,18.3,21,21.3,63,0
2022-07-01,720,5.3,258.1,74.3,1017,16.9,16.8,21.2,88,6.7
2022-06-30,719,2.5,160.6,225.8,1013,22.3,24.6,24.5,81,6.9
2022-06-29,720,3.3,78.8,96.9,1016,18.4,19.2,22.4,90,0.6
2022-06-28,720,2.7,204.5,266.2,1021,19.3,22.1,24,75,11.5
2022-06-27,720,4.1,190.7,240.6,1015,24.1,25.3,24.3,63,22.7
2022-06-26,720,2.8,163.3,252.7,1015,24,26.3,23.9,60,0
2022-06-25,719,3.5,227.6,145,1013,20.5,21.8,22.6,75,0.2
2022-06-24,720,4.5,173.1,202.5,1010,21.1,21.7,22.5,62,3.2
2022-06-23,720,2.8,144.7,351.7,1014,23.7,26.7,24.7,42,0
2022-06-22,720,2.8,131.4,277.2,1013,21.3,23.9,23.3,47,0
2022-06-21,720,3.7,216.7,320.7,1015,15.4,18.7,21.4,65,0
2022-06-20,720,4.3,218.7,100.9,1012,14.6,15.3,21.6,85,4
2022-06-19,720,5.9,220.6,330.6,1010,28.1,30.2,27.5,42,0
2022-06-18,720,4.6,231.6,339.4,1019,26,28.8,25.9,38,0
2022-06-17,720,2.5,242.4,351.6,1024,19.4,23,23.7,49,0
2022-06-16,719,4.1,268.5,290.8,1019,20.2,23.1,23.5,54,0
2022-06-15,720,2.8,141.8,353.9,1019,20.2,23.5,22.4,48,0
2022-06-14,720,3,240.7,309.8,1022,14.9,18.1,20.5,59,0
2022-06-13,720,4.5,291.1,228.6,1019,15.6,17.3,20.5,63,0.6
2022-06-12,707,4,260.8,305.2,1020,21.4,24,22.6,56,0
2022-06-11,720,3.3,251.1,305.9,1023,20.2,22.7,21.2,55,0
2022-06-10,720,3,282.5,293.6,1022,17.8,21,20.5,67,0
2022-06-09,720,3.9,279.9,86.1,1013,14.9,15.1,18.4,85,3.3
2022-06-08,720,2.8,215.2,209.3,1010,18.6,20,19.5,63,0
2022-06-07,710,2.6,248.8,160.1,1014,17.6,18.8,19.6,67,0
2022-06-06,719,4.1,254.3,262.4,1016,19.2,22,21.3,70,2.5
2022-06-05,720,3.7,139.9,283.4,1017,20.3,22.1,20.4,61,0
2022-06-04,720,2.2,147.2,190.2,1019,18.2,20.1,20.4,79,0.3
2022-06-03,720,3.2,138.3,318.3,1019,18.6,21.4,19.5,54,0.7
2022-06-02,720,3.5,220.3,339.6,1020,13.7,16.9,18.2,65,0.6
2022-06-01,720,3.7,267.8,311.2,1014,14.1,17,17.8,70,0
2022-05-31,720,3,175.9,265.8,1014,13,16,16.1,69,0.8
2022-05-30,720,2.7,248.6,183.1,1012,10.3,12,15.7,76,0.5
2022-05-29,720,3.3,235.1,256.9,1012,10.6,13.4,15.5,65,0.1
2022-05-28,720,6.9,280.1,184.4,1015,9.8,11,15.5,70,0.8
2022-05-27,720,6.5,275.1,147.6,1016,13.4,13.6,17.2,73,5.1
2022-05-26,719,6.1,260.3,194.1,1019,16,17.5,18.2,57,0
2022-05-25,720,3.1,256.3,215.5,1015,15.1,16.4,18.5,61,0
2022-05-24,720,4.7,266.1,192.8,1007,17.9,19.3,19.1,66,0
2022-05-23,720,5,161,204.9,1008,16.6,17.5,18.1,57,0
2022-05-22,720,3.3,215.3,280.9,1016,14.7,17.8,18.9,64,0
2022-05-21,720,7.7,281,247.6,1018,14.6,16.5,19.1,66,0
2022-05-20,720,3.9,237.5,238.3,1018,20.5,22.7,20.9,70,1.4
2022-05-19,720,5.7,188.3,317.6,1022,20.2,21.6,19.5,46,0.1
2022-05-18,720,3.9,170.7,316.5,1025,18,20.4,19.7,62,0
2022-05-17,720,3.3,186.4,107.7,1020,15.5,16.5,18.6,87,7
2022-05-16,720,3.1,181.1,249.2,1018,18.2,19.9,19.1,60,3.6
2022-05-15,719,2.3,148.2,323.7,1021,15.6,18.4,18.7,58,0
2022-05-14,719,4.6,275.8,306.4,1020,15.1,17.2,18.1,58,0
2022-05-13,720,5.1,260.6,283.6,1018,15.1,17.2,18.2,56,0
2022-05-12,719,5.3,277.8,222.7,1016,17.8,19.4,19,53,0
2022-05-11,720,5.8,234.8,273.5,1014,21.8,23.2,19.3,46,0
2022-05-10,719,3.8,236.2,274.2,1020,18.9,21.4,17.3,51,0
2022-05-09,720,2.5,105.9,316.7,1026,15.2,18.1,16,58,0
2022-05-08,720,3.4,180.2,236.4,1025,14.2,16.3,15.7,70,0
2022-05-07,720,2.2,147.5,288.8,1023,14.9,17.3,15.5,56,0
2022-05-06,720,2.1,200.9,276.7,1024,13.1,15.3,14.7,58,0
2022-05-05,720,3.2,281.1,204.5,1020,13.5,15.1,15.1,72,0
2022-05-04,720,2.8,151.6,193.7,1017,13.8,13.9,14.1,62,0.6
2022-05-03,720,2.4,112.5,288.6,1016,13.8,15.8,14.5,62,0
2022-05-02,720,2.5,59.4,256.6,1018,12.9,14.3,13.8,60,0
2022-05-01,720,3.1,141.9,261.1,1020,11.9,14.2,13.5,64,0
2022-04-30,720,3,136.7,222.5,1022,12.3,14.1,13.4,59,0
2022-04-29,720,2.3,153.7,228.6,1027,11.2,12.8,12.2,60,0
2022-04-28,720,3.3,288.3,248.2,1027,11.1,12.6,11.9,62,0
2022-04-27,720,2.5,205.8,181.2,1023,10.2,10.6,11.3,68,0
2022-04-26,720,2.9,123.5,202.6,1015,9.1,9.9,10.5,75,0
2022-04-25,720,3.6,199.8,106.7,1009,7.4,8,9.9,92,3.8
2022-04-24,720,4.8,80.4,66.1,1002,7.6,7.1,9.3,79,6
2022-04-23,720,4.6,94.6,294.8,1007,10,11.8,11.5,64,0
2022-04-22,720,4.2,85.7,138.1,1007,9,9.4,9.6,83,0.4
2022-04-21,719,2.4,129.2,38.3,1012,6.3,6.3,8.5,97,0.3
2022-04-20,720,3,244.7,69.1,1015,4.3,4.2,7.7,82,0.7
2022-04-19,720,3.9,166.9,201.6,1013,6.3,7.4,9.9,64,0
2022-04-18,720,2.8,214.6,254.9,1019,7.7,9.3,10.2,61,0
2022-04-17,719,2.5,98,213.1,1028,6,6.4,9.1,62,0
2022-04-16,720,4.6,51.9,209.2,1031,4.7,6.5,10.2,73,0.1
2022-04-15,720,5.2,276.9,34.5,1023,7.5,7.3,10,96,1.8
2022-04-14,720,3.9,237.1,170.2,1019,13,13.8,11.6,72,2.2
2022-04-13,720,5,178.7,207,1017,14.4,14.4,10.2,45,0
2022-04-12,719,4.5,162.6,254.2,1017,10.4,11.1,9.1,45,0
2022-04-11,720,3.3,213.4,260.1,1019,6,7.8,8,60,0
2022-04-10,719,6.4,278.7,133.7,1016,2.7,3.2,6.3,81,1.1
2022-04-09,717,6.8,275,174.6,1005,3,3.7,6.9,86,2.5
2022-04-08,720,7.1,251.9,102.7,995,4.7,4.9,6.8,75,2.4
2022-04-07,720,9.2,236.8,140,991,9.3,8.9,8,72,4.5
2022-04-06,720,7.7,248.2,131.5,1002,9.8,9.9,8.4,74,2
2022-04-05,719,9,258.1,84.3,1003,5.2,4.9,5.7,92,8
2022-04-04,720,8.8,248.2,180.3,1009,2.3,2.9,4.3,70,1.2
2022-04-03,720,4.7,240.9,156.2,1017,0.1,1.4,4.2,64,0
2022-04-02,720,6.2,58.1,125.4,1009,0.3,1.1,4.1,68,0
2022-04-01,720,6.3,64.9,56.2,1001,0.4,0.1,3.8,77,0.3
2022-03-31,720,5.7,75.4,23.9,999,0.8,0.6,4.9,100,1.5
2022-03-30,720,3.4,99.9,22,1003,3.2,2.4,6.6,92,7.7
2022-03-29,720,2.9,277.3,122.1,1010,6.5,7.1,9.3,80,0
2022-03-28,720,3.8,254.4,216.5,1020,11.2,12.3,10.3,66,0
2022-03-27,720,2.1,199.7,217.2,1029,9.8,11.3,10.3,68,0
2022-03-26,720,4.5,234.2,207.2,1029,10,11.4,9.1,62,0
2022-03-25,719,2.5,195.4,211.1,1028,8.4,9.4,7.9,53,0
2022-03-24,720,2.2,145.8,204.2,1028,9.1,9.9,7.6,50,0
2022-03-23,720,2.8,190.6,209.7,1030,11.1,12,7.2,38,0
2022-03-22,720,4,163.1,211.6,1033,9.3,8.9,5.1,29,0
2022-03-21,720,4.7,153.5,207.5,1035,5.7,5.6,4.1,37,0
2022-03-20,720,7.1,134.1,203.9,1035,5.3,5.3,3.9,38,0
2022-03-19,719,5.2,76.6,96.5,1040,3.2,3,4.7,73,0
2022-03-18,720,4,169.5,94.1,1040,5.8,6.2,7,89,0
2022-03-17,720,3.5,186.6,80.9,1028,7.8,7.1,5.7,66,0
2022-03-16,720,3.2,157.4,127.7,1026,6.6,7.1,6.7,84,0.1
2022-03-15,720,3.5,157.5,86.7,1026,6.4,6,4.6,78,6.1
2022-03-14,720,5.3,212.5,109.1,1025,5.8,5.6,2.9,54,2.7
2022-03-13,720,5,147.4,188.4,1020,5.5,5.4,2.1,26,0
2022-03-12,720,7.1,154.2,188.5,1022,3.9,4.1,1.5,24,0
2022-03-11,720,7.1,140.2,186.3,1025,1.8,2.1,1.5,35,0
2022-03-10,720,4.1,135.1,176.4,1028,4,4.1,2.8,57,0
2022-03-09,720,2.6,164,171.9,1025,4,4.6,2.6,56,0
2022-03-08,720,2.5,158.3,170.5,1024,2.1,2.7,2.1,65,0
2022-03-07,719,3.2,276.4,121.2,1024,0.2,1.2,1.9,73,0
2022-03-06,720,2.9,114.9,40.9,1022,-1.8,-1.9,0.8,75,0
2022-03-05,720,2.3,96.3,80.7,1022,-0.1,-0.2,1.5,85,0
2022-03-04,720,2.4,149.4,18.3,1021,-1.1,-1.3,1.1,99,0.1
2022-03-03,720,2.7,173.9,150.5,1019,0.7,1.9,1.3,71,0
2022-03-02,719,2.2,164.1,126.9,1024,1.4,1.7,1.5,60,0
2022-03-01,719,3.3,161.6,150,1030,1,1.6,1.3,56,0
2022-02-28,719,3.8,108.2,143.4,1033,-0.1,0.4,2.2,72,0
2022-02-27,720,3,113.3,133.9,1034,2.2,2.3,2.9,76,0
2022-02-26,720,4.3,225.2,27.1,1030,1.4,0.9,2.9,93,0.6
2022-02-25,720,7.9,259.4,126.3,1018,1.8,1.9,3.3,82,2
2022-02-24,720,5.8,208.5,74.1,1014,5.4,4.7,3,64,0.8
2022-02-23,720,7.5,262.8,121.2,1021,4.9,4.7,4.3,74,1
2022-02-22,720,8.9,271.4,72.2,1012,3.3,3.1,3.7,83,4
2022-02-21,720,11.8,258.6,76.6,997,4.5,4,4.1,75,5.8
2022-02-20,719,11,247.8,43.6,1006,5.2,4.1,3.7,80,3.6
2022-02-19,720,10.9,259.7,81.5,1009,4.4,4,2.9,53,0
2022-02-18,720,8.5,239.3,39.3,1003,6.4,5.5,4.2,73,2.4
2022-02-17,720,13.6,274.3,62.3,996,7,6.2,5.5,77,14
2022-02-16,720,9.3,226.9,48.4,1001,6.7,5.8,4.1,78,1.2
2022-02-15,720,4.9,234.7,70.2,1010,6,5.7,3.7,75,0.1
2022-02-14,719,6.4,185.6,111.3,1008,5.1,4.8,2,56,0.1
2022-02-13,720,5.8,195.2,116.1,1017,3.3,3,1.1,65,0
2022-02-12,720,4,205.7,119.1,1030,0.6,0.2,1.6,84,0
2022-02-11,720,5.1,281.4,43.4,1022,1,0.7,2.7,98,10.1
2022-02-10,720,5.8,245.2,53.7,1019,6.4,5.9,4.4,80,2.3
2022-02-09,720,6.7,252.6,21,1025,6.3,5.7,4.2,85,0
2022-02-08,720,8.6,259.8,36.4,1024,3.5,2.9,2.6,89,0.2
2022-02-07,720,9.5,286.2,28.3,1011,1.4,0.6,1.9,89,3.8
2022-02-06,720,11.8,249.6,36.1,1004,4,2.9,2.8,82,3.8
2022-02-05,720,8.7,263.7,55.4,1015,2.4,2,2.3,76,0.4
2022-02-04,720,6.7,250.4,37.9,1010,4.7,4.2,3.5,86,1.4
2022-02-03,720,4.5,227.4,35.7,1016,3.6,3.1,1.9,87,0
2022-02-02,720,9.5,291.7,26.8,1010,2.4,1.6,1.4,87,1.4
2022-02-01,719,8.1,275.2,34.9,1008,0.5,0,1.3,98,5.7
2022-01-31,720,5.2,253.7,17.3,1006,0.6,0.1,1.2,89,4.8
2022-01-30,720,12.5,286,18.7,1016,2.8,2.1,2.1,75,3.4
2022-01-29,720,10.7,256.5,17.2,1019,3.1,2.3,1.8,88,1
2022-01-28,720,8.9,284.2,23.4,1024,1.6,0.9,1.5,86,0.4
2022-01-27,720,8.6,256.9,25.9,1019,0.5,-0.1,1.3,94,1.1
2022-01-26,720,5.4,270.8,8.9,1028,-0.6,-1,1.5,98,0
2022-01-25,720,3.4,275.3,9.6,1031,1,0.6,2.3,99,0.5
2022-01-24,720,1.7,228.6,22.1,1033,3.3,2.9,2.6,98,0.6
2022-01-23,720,4.2,297.4,16.5,1032,2.4,1.8,1.2,100,3.2
2022-01-22,720,5.8,301.8,34.9,1025,1.4,0.8,1.1,99,11.1
2022-01-21,720,7.6,281.8,44.2,1024,-2.4,-3.1,1.1,84,0.9
2022-01-20,720,9.3,286.8,52.6,1016,-0.4,-0.9,1,86,4.1
2022-01-19,720,4.6,226.1,70.5,1023,1.9,1.6,1.4,87,0
2022-01-18,720,3.8,271.5,23.6,1034,0.9,0.4,1.3,97,0.1
2022-01-17,660,9.4,284.8,10.9,1023,1.8,1,1.4,96,6.7
2022-01-16,720,6.4,237.4,35.5,1021,0.5,-0.4,0.4,83,0.1
2022-01-15,720,3,246.4,21,1028,1,0.3,1.9,94,0
2022-01-14,719,7.1,274.6,22.4,1030,1.5,1,1.2,92,0.1
2022-01-13,720,7,260,40.1,1035,2.7,2.1,1.7,87,0
2022-01-12,720,3.9,251.5,37.5,1035,0.3,0,1.2,89,0
2022-01-11,719,1.6,148.8,19.7,1032,-1.3,-1.3,1.7,99,0
2022-01-10,719,3.4,268.7,12,1018,1.3,0.8,1.6,99,1.5
2022-01-09,720,7.1,218.1,33.8,998,0.4,-0.4,1.5,87,1.2
2022-01-08,720,4.2,215,19.9,1008,-0.4,-1.4,1.5,91,2.9
2022-01-07,720,4.9,204,29.5,1014,-0.8,-1.6,1,83,0
2022-01-06,720,5.8,265.5,48.7,1013,-0.7,-1.3,2.3,91,3.4
2022-01-05,720,7.9,260,25.7,1000,1.8,1.1,3.8,91,2.8
2022-01-04,720,4.7,242.9,7.3,997,5.5,4.8,5.7,99,17.5
2022-01-03,719,8.8,254.9,29.9,1009,7.5,6.7,6,81,7.9
2022-01-02,719,6.7,226.3,17.2,1015,9.9,8.8,6.3,73,0
2022-01-01,719,5.9,256.8,14.3,1024,10.1,9.3,7.4,84,0
2021-12-31,720,8.1,257.5,33.9,1018,11.8,11.1,7.5,81,0.1
2021-12-30,720,7.5,255.6,13.6,1014,9.9,8.8,5.7,93,1.3
2021-12-29,720,4.8,244.9,9.6,1004,5.4,4.4,3.1,96,3.2
2021-12-28,720,7,186.3,37.5,999,2.3,1.5,1.3,89,1.4
2021-12-27,719,5.9,175.5,30.5,1005,0.1,-0.6,1.1,85,0.7
2021-12-26,719,4.1,148.9,52.2,1010,-5.1,-7.8,1.2,66,0
2021-12-25,720,3.3,91.1,21,1009,-6,-7.2,2,96,1.8
2021-12-24,720,8.8,256.4,16.7,1000,4.5,3.8,2.5,95,14.1
2021-12-23,720,5.6,206.5,11.4,1011,0.4,-0.4,0.3,74,0.5
2021-12-22,720,2.7,175.3,52.3,1025,-1.7,-2.1,0.7,79,0
2021-12-21,720,3,281.4,11.4,1024,-1.1,-1.4,1.8,95,0
2021-12-20,719,4.6,299.6,13.9,1023,-0.2,-0.7,2.5,95,0
2021-12-19,720,8.8,289.7,3.4,1022,3.9,3.2,4.2,98,2.9
2021-12-18,719,5.2,273.7,10.1,1034,3.5,3.1,4.1,99,0.2
2021-12-17,719,5.4,298,7,1036,3.4,3,4.1,100,0
2021-12-16,720,4.7,282.8,8.3,1034,5.2,4.5,4.6,98,1.4
2021-12-15,719,4.7,251.2,11.6,1030,5.3,4.6,4.2,95,0
2021-12-14,720,3.5,256.3,5.9,1026,4.7,4,3.9,98,0.4
2021-12-13,720,4.5,265.8,8.1,1026,5.3,4.7,3.3,100,4.2
2021-12-12,719,5.2,234.4,38.7,1023,1.5,0.9,1.1,88,0.9
2021-12-11,720,3.5,240.2,26.7,1012,-1.3,-2.5,0.7,89,0
2021-12-10,719,3.2,186,45.2,998,-0.1,-1.8,1.5,91,0
2021-12-09,720,2.4,226.7,8.5,1002,-0.1,-0.6,1.3,93,2.1
2021-12-08,719,4.1,160.8,23.3,1002,0.1,-0.5,1.1,83,0
2021-12-07,720,3.9,179.9,24.6,1009,-0.2,-0.8,1.2,88,0
2021-12-06,720,2.5,189,11,1012,-1.2,-1.4,1.8,98,0.8
2021-12-05,720,4.5,266.6,35.7,1002,2.2,1.6,2.1,89,0.2
2021-12-04,720,5.1,185.3,37.4,999,0.5,0.1,0.7,84,3.3
2021-12-03,720,6.4,242.9,59.9,1008,-0.8,-1.2,0.7,79,0
2021-12-02,720,5.9,273.8,38.6,997,1.6,1.1,2.7,84,0.5
2021-12-01,720,8.5,240.5,20.3,995,5.1,4.3,3.3,88,4.9
2021-11-30,720,9.5,265.8,13.6,1002,1.1,0.2,2,93,5.2
2021-11-29,720,5.4,278.2,14.6,1001,-0.2,-0.6,1.6,97,2.4
2021-11-28,720,2.9,242.6,17.8,995,0.1,-0.9,1.7,90,0
2021-11-27,720,4.6,195.5,28.1,991,1.4,0.5,1.7,83,0.3
2021-11-26,720,3.7,229.6,24.5,998,1,0.6,2.8,85,0
2021-11-25,719,3.3,219,12.7,1009,0.1,-1.1,2.3,90,0
2021-11-24,720,2.5,212.1,15.8,1022,3.3,2.5,4.7,93,0.2
2021-11-23,720,4.3,255.9,34.5,1027,1.7,0.8,3.6,93,0.2
2021-11-22,720,4.1,243.4,19.5,1020,2.9,2.4,5.6,97,1.3
2021-11-21,720,3.7,252.4,12.1,1011,4.3,3.8,5.7,94,0.6
2021-11-20,720,5.1,259,10.1,1022,7.4,6.6,7,91,0.1
2021-11-19,720,7.7,264.2,11,1026,7.4,6.8,6.6,94,0.2
2021-11-18,720,7.1,258.8,30,1025,5.7,5.2,5.3,85,0
2021-11-17,719,4.2,253.9,8.3,1020,4.2,3.7,5.4,92,0.1
2021-11-16,720,2.7,172.1,48.2,1021,5,4.3,5,88,0
2021-11-15,720,2.7,97.5,18.2,1025,3.7,3,5.8,97,0.4
2021-11-14,720,2.5,107.5,22.7,1022,6.2,5.9,6.2,94,0
2021-11-13,720,2.9,219.4,24.3,1015,6.6,5.5,4.9,81,0
2021-11-12,720,3.1,168.7,80.1,1019,4.3,3.4,3.7,83,0
2021-11-11,719,2.1,228.1,73.7,1023,5.3,4.1,4.3,85,0
2021-11-10,720,3.5,182.1,62.9,1025,5,3.7,4.7,80,0
2021-11-09,720,3.2,187.6,81.3,1028,6.4,6.1,6.1,82,0
2021-11-08,720,5.7,264.4,34.8,1020,5.8,5.2,6.3,87,0.2
2021-11-07,719,8,246.6,27.8,1015,6,5.2,5.8,81,0.8
2021-11-06,719,5.3,244.4,78,1026,6.2,5.8,6.3,83,0
2021-11-05,720,5.4,260.7,17.9,1018,5.4,4.8,6.8,96,6.6
2021-11-04,720,6.7,242.4,9.9,1000,5.1,4.5,6.8,97,26.8
2021-11-03,720,3.3,170.3,75.2,1002,7.2,6.9,7.6,81,0
2021-11-02,720,3.6,232,58.8,1001,7.6,7.1,8.6,89,2.6
2021-11-01,720,4.4,206.6,16.6,1003,9.4,8.6,8.5,85,7.7
2021-10-31,697,6.1,172.1,99.2,1009,12.7,12.2,8.9,63,0
2021-10-30,720,6.6,175.8,101.6,1010,10,9.6,7.5,63,0
2021-10-29,719,4.7,183.1,107.6,1014,9.9,9.2,7.6,67,0
2021-10-28,720,4.4,181.5,109.8,1021,10.1,9.2,7.8,74,0
2021-10-27,719,4.3,236.3,34.7,1025,8.9,7.9,8.2,87,0
2021-10-26,720,4.8,235.4,61,1021,9.7,9.2,8.3,78,0
